file_name,entropy_of_text,macro_chr_count,macro_vocab_size,macro_arithmetic_operator_count,macro_token_count,macro_max_line_length,remote_template_present,numeric_cell_count,string_cell_count,avg_cell_length,label
benign_sample_2249.xlsx,5.751642707217973,35,8064,3071,8064,38,1,3011,5846,11.23958450942757,0
benign_sample_1453.xlsx,5.752814961671914,121,15873,12188,15873,39,1,11550,23108,11.1326677823302,0
benign_sample_8227.xlsx,5.744390664449865,46,9953,4888,9953,41,1,4312,8866,11.14615267870693,0
benign_sample_2609.xlsx,5.732055799752972,24,6268,2265,6268,38,1,2038,4192,11.10658105939005,0
benign_sample_3828.xlsx,5.752917787650867,86,14762,10351,14762,37,1,9591,19412,11.18263627900562,0
benign_sample_6541.xlsx,5.754213797302774,271,19215,24044,19215,41,1,22617,45343,11.15120659211301,0
benign_sample_4869.xlsx,5.761514601774499,8,4225,1239,4225,36,1,1172,2401,11.18779736915757,0
benign_sample_7112.xlsx,5.747515211045799,188,18628,20931,18628,40,1,19712,39496,11.1406059991893,0
benign_sample_7692.xlsx,5.751157208387864,201,18658,21338,18658,37,1,19718,39954,11.12215109263976,0
benign_sample_2154.xlsx,5.756798786523311,272,19813,29013,19813,41,1,27707,55323,11.15102974828375,0
benign_sample_6708.xlsx,5.741414923942743,27,9104,4050,9104,37,1,3671,7535,11.222559343209,0
benign_sample_8018.xlsx,5.75565061997639,132,16486,13575,16486,39,1,12844,25846,11.17239596795037,0
benign_sample_1512.xlsx,5.765969955706667,37,8230,3184,8230,44,1,3071,6196,11.26437897917341,0
benign_sample_7808.xlsx,5.768376328084917,29,6706,2383,6706,40,1,2228,4645,11.26334933798923,0
benign_sample_4016.xlsx,5.772217819931268,7,3384,888,3384,38,1,919,1791,10.97158671586716,0
benign_sample_8929.xlsx,5.758679034657185,34,9335,3983,9335,39,1,3813,7583,11.17181467181467,0
benign_sample_9351.xlsx,5.754870092902389,70,13046,7519,13046,36,1,7265,14367,11.09841900887574,0
benign_sample_4174.xlsx,5.74840246304023,108,15459,11519,15459,39,1,10849,21684,11.15971475117573,0
benign_sample_5193.xlsx,5.752466509645974,211,19226,24619,19226,40,1,23110,46440,11.13961179007908,0
benign_sample_8935.xlsx,5.741589660996728,71,12010,6385,12010,37,1,6144,12176,11.15136462882096,0
benign_sample_3902.xlsx,5.767269146195708,11,3636,941,3636,42,1,935,1909,11.33614627285513,0
benign_sample_5824.xlsx,5.755802157126174,45,9657,4294,9657,34,1,4116,8135,11.0626071341115,0
benign_sample_9565.xlsx,5.751059871083711,129,17422,16063,17422,39,1,15466,30603,11.14161366645684,0
benign_sample_8583.xlsx,5.75545396794347,114,15598,11721,15598,41,1,10872,21933,11.1808870598994,0
benign_sample_5695.xlsx,5.74206359728227,33,9354,4019,9354,38,1,3840,7706,11.1324268144812,0
benign_sample_7176.xlsx,5.753255923645595,140,17554,16673,17554,40,1,15877,31870,11.16851320501812,0
benign_sample_2029.xlsx,5.752628015905186,84,14101,8952,14101,38,1,8465,17217,11.22194533136049,0
benign_sample_5881.xlsx,5.750298268222919,28,8043,3207,8043,35,1,3075,6009,11.04348304711581,0
benign_sample_7229.xlsx,5.748730195842187,177,18665,21016,18665,38,1,19530,39080,11.18530967411705,0
benign_sample_8116.xlsx,5.746997726181818,116,16560,14019,16560,39,1,13098,26408,11.1523312914494,0
benign_sample_6127.xlsx,5.746976333884432,147,17229,15646,17229,40,1,14755,29648,11.15737675382294,0
benign_sample_6545.xlsx,5.752289564553783,88,13880,8608,13880,41,1,8283,16337,11.12193338748984,0
benign_sample_4049.xlsx,5.746903083719554,215,19389,25899,19389,38,1,24072,48170,11.13364801638936,0
benign_sample_2477.xlsx,5.765619932692439,33,6950,2551,6950,36,1,2278,4914,11.25166852057842,0
benign_sample_9822.xlsx,5.754811600583657,76,13947,8918,13947,41,1,8440,17062,11.17418241706533,0
benign_sample_3533.xlsx,5.750504902500696,191,18379,19301,18379,44,1,18460,36715,11.14263706388763,0
benign_sample_7273.xlsx,5.753349951517479,183,17942,17661,17942,40,1,17091,34038,11.13072815818811,0
benign_sample_4546.xlsx,5.753561906057046,26,6862,2357,6862,34,1,2279,4583,11.28286213931798,0
benign_sample_9082.xlsx,5.746446636733166,56,11997,6481,11997,44,1,6146,12314,11.08212351029252,0
benign_sample_8324.xlsx,5.742219003032631,112,16377,13320,16377,37,1,12606,25350,11.1139213826536,0
benign_sample_407.xlsx,5.745457776911977,200,18234,19276,18234,40,1,18269,36247,11.07665639445301,0
benign_sample_8615.xlsx,5.753637133196234,19,5756,1872,5756,39,1,1740,3641,11.32651923434306,0
benign_sample_9832.xlsx,5.752794914156863,114,16341,13329,16341,39,1,12665,25216,11.10078931390407,0
benign_sample_6884.xlsx,5.746742328093467,147,17369,15871,17369,39,1,15320,30469,11.14210836663828,0
benign_sample_1642.xlsx,5.751902023570346,131,16651,13872,16651,39,1,13317,26336,11.13976243915971,0
benign_sample_5465.xlsx,5.747108013867209,77,14150,9160,14150,36,1,8771,17280,11.08924801351196,0
benign_sample_4340.xlsx,5.789745117813587,5,1925,440,1925,33,1,442,893,11.27940074906367,0
benign_sample_1065.xlsx,5.753257951198015,227,18443,19915,18443,41,1,18954,37814,11.16278537204059,0
benign_sample_8650.xlsx,5.746537225945188,138,16968,14584,16968,38,1,14033,27693,11.13418492067296,0
benign_sample_5066.xlsx,5.750096515808834,127,16207,12825,16207,38,1,12179,24448,11.18972342807219,0
benign_sample_666.xlsx,5.748931367116604,93,13757,8569,13757,37,1,8158,16231,11.12415433187093,0
benign_sample_6039.xlsx,5.75881056267438,48,12470,6746,12470,43,1,6468,13124,11.21748672927726,0
benign_sample_6321.xlsx,5.757834206201502,104,16094,12452,16094,38,1,12037,23915,11.15203604806408,0
benign_sample_2144.xlsx,5.750562680265677,118,16308,13357,16308,38,1,12481,25386,11.17788575804791,0
benign_sample_3890.xlsx,5.712783546232881,8,3066,913,3066,38,1,775,1617,11.21530100334448,0
benign_sample_4093.xlsx,5.756706972171567,41,11107,5506,11107,35,1,5261,10445,11.08563606265122,0
benign_sample_6721.xlsx,5.745234181247584,85,14105,9332,14105,40,1,8500,17288,11.15894989917791,0
benign_sample_7424.xlsx,5.745380794407005,95,14159,9289,14159,39,1,8605,17492,11.13541786412231,0
benign_sample_9750.xlsx,5.745359765421208,129,16548,14096,16548,39,1,12920,26282,11.16124177337891,0
benign_sample_4272.xlsx,5.741537206186143,79,12941,7595,12941,42,1,7165,14329,11.11165906764679,0
benign_sample_7374.xlsx,5.745009380091074,275,19597,27469,19597,39,1,25585,51362,11.11865309888625,0
benign_sample_5694.xlsx,5.747279022300015,120,15245,11183,15245,39,1,10391,21005,11.12007899095426,0
benign_sample_880.xlsx,5.75228434601569,251,19649,27047,19649,38,1,25606,51179,11.14401250244188,0
benign_sample_1372.xlsx,5.759719515708174,22,6191,2164,6191,33,1,2059,3981,11.11043046357616,0
benign_sample_2320.xlsx,5.735991498882853,15,6553,2410,6553,35,1,2217,4492,11.07437770159487,0
benign_sample_5369.xlsx,5.747244711029113,34,8198,3251,8198,37,1,3064,6206,11.16353829557713,0
benign_sample_3786.xlsx,5.747410593732906,105,15642,11989,15642,39,1,11235,22470,11.09268654502299,0
benign_sample_2402.xlsx,5.749320668416838,99,14855,10330,14855,40,1,9569,19383,11.14862531085935,0
benign_sample_8140.xlsx,5.75358094794042,95,15938,12172,15938,38,1,11765,23346,11.09922816211444,0
benign_sample_2632.xlsx,5.77622242999746,13,2253,578,2253,36,1,512,1109,11.31030228254164,0
benign_sample_7232.xlsx,5.751687042745329,15,4970,1530,4970,38,1,1444,2949,11.30184384247667,0
benign_sample_7165.xlsx,5.775069688202365,28,10041,4422,10041,41,1,4261,8705,11.30803640289989,0
benign_sample_4218.xlsx,5.755277226346748,130,16609,14169,16609,39,1,13271,26655,11.12510644692681,0
benign_sample_446.xlsx,5.746147578057318,44,10183,4565,10183,38,1,4395,8731,11.15831174767637,0
benign_sample_239.xlsx,5.755500678378419,14,5810,2022,5810,31,1,1792,3775,11.14334470989761,0
benign_sample_5562.xlsx,5.736043084414216,5,1081,244,1081,29,1,256,469,10.48275862068965,0
benign_sample_8571.xlsx,5.747977480108825,173,17685,16978,17685,39,1,16476,32379,11.07968478149626,0
benign_sample_9173.xlsx,5.753203487396168,49,12356,6771,12356,37,1,6531,12813,11.04052936311001,0
benign_sample_2164.xlsx,5.744289638138879,135,17220,15497,17220,37,1,14601,29286,11.17283022307289,0
benign_sample_7088.xlsx,5.75179641513569,51,11651,6196,11651,44,1,5746,11790,11.06455291970803,0
benign_sample_5668.xlsx,5.761233835302054,27,8757,3702,8757,35,1,3332,7064,11.299634474798,0
benign_sample_5566.xlsx,5.756827896184907,26,7611,2801,7611,40,1,2649,5422,11.18758518151406,0
benign_sample_2090.xlsx,5.754709030165832,131,15716,11846,15716,38,1,11304,22573,11.14331257195147,0
benign_sample_3570.xlsx,5.741126439462458,82,13563,8455,13563,40,1,7792,15877,11.12670581773628,0
benign_sample_5784.xlsx,5.750659946434545,182,18075,18139,18075,38,1,17366,34523,11.12715604463374,0
benign_sample_7685.xlsx,5.750969049781115,156,17610,16737,17610,39,1,15782,31923,11.13363379100723,0
benign_sample_8833.xlsx,5.796354258915629,6,1800,387,1800,34,1,404,812,11.32730263157895,0
benign_sample_1551.xlsx,5.748791482557979,54,12179,6591,12179,39,1,6283,12353,11.09744580382056,0
benign_sample_4066.xlsx,5.753825984565318,63,11276,5738,11276,34,1,5395,10825,11.08686806411837,0
benign_sample_131.xlsx,5.750701004212503,143,17701,16995,17701,44,1,16140,32164,11.15982113282544,0
benign_sample_356.xlsx,5.747306214089848,72,14553,9749,14553,43,1,9195,18526,11.13971357454637,0
benign_sample_5413.xlsx,5.743185401199842,97,15315,11353,15315,36,1,10616,21476,11.15636295650006,0
benign_sample_2208.xlsx,5.75800050956497,72,13087,7816,13087,37,1,7284,14842,11.16573262225436,0
benign_sample_892.xlsx,5.745452533151251,45,10188,4668,10188,41,1,4448,8834,11.13890980274055,0
benign_sample_9835.xlsx,5.750765052069333,160,17506,16718,17506,41,1,15598,31428,11.2057585165653,0
benign_sample_3822.xlsx,5.744339773184764,216,19559,26100,19559,41,1,24734,49132,11.13830449733301,0
benign_sample_6782.xlsx,5.751164692252155,180,18175,18982,18175,40,1,17626,36024,11.1765890027959,0
benign_sample_12.xlsx,5.743456977794329,77,13512,8236,13512,37,1,7706,15500,11.14685857105921,0
benign_sample_2500.xlsx,5.746224288777752,64,11828,6288,11828,40,1,5902,11827,11.07563878391336,0
benign_sample_6425.xlsx,5.750635431296952,194,18599,21352,18599,38,1,19971,39908,11.14043320696738,0
benign_sample_9066.xlsx,5.75078895823168,136,16777,13972,16777,37,1,13569,26990,11.15421977859415,0
benign_sample_7964.xlsx,5.754772955163786,181,18702,20946,18702,41,1,19759,39913,11.17225834562274,0
benign_sample_4670.xlsx,5.748653740942673,136,16770,14577,16770,40,1,13512,27064,11.12647870662461,0
benign_sample_1963.xlsx,5.755577250647137,201,18594,21276,18594,38,1,19896,40265,11.1428666411795,0
benign_sample_9355.xlsx,5.749952840819511,130,16907,14664,16907,37,1,14007,27737,11.09455251054044,0
benign_sample_1173.xlsx,5.751117707950968,46,10004,4340,10004,40,1,4291,8441,11.14978008168395,0
benign_sample_5031.xlsx,5.747439988682767,142,16608,14267,16608,42,1,13306,26778,11.12715796826664,0
benign_sample_1535.xlsx,5.752593612358128,273,19801,28356,19801,45,1,26856,53622,11.11459032282114,0
benign_sample_6652.xlsx,5.74810476704212,15,4581,1360,4581,34,1,1308,2592,11.25179487179487,0
benign_sample_3740.xlsx,5.746962883317788,27,6976,2624,6976,36,1,2352,4879,11.19056838611534,0
benign_sample_6298.xlsx,5.750389278038426,26,10303,4850,10303,37,1,4558,9172,11.18412235979607,0
benign_sample_5128.xlsx,5.744656699527258,71,13089,8021,13089,40,1,7290,14829,11.15963651159636,0
benign_sample_1043.xlsx,5.7507237068063,184,18065,18363,18065,38,1,17559,34951,11.12064368691678,0
benign_sample_5768.xlsx,5.735877429582009,19,6432,2307,6432,38,1,2157,4260,11.03459560542309,0
benign_sample_9473.xlsx,5.751405069603386,217,18966,23008,18966,42,1,21564,43297,11.13740152017391,0
benign_sample_6762.xlsx,5.739201782039632,7,3577,1093,3577,34,1,991,1965,10.90696887686062,0
benign_sample_1618.xlsx,5.763116695254284,73,12445,6604,12445,35,1,6465,12726,11.15283205669324,0
benign_sample_6567.xlsx,5.755066727029197,149,17261,15545,17261,42,1,14781,29714,11.13752106978312,0
benign_sample_7761.xlsx,5.749562560518109,177,17640,17031,17640,38,1,16139,32275,11.18519436526624,0
benign_sample_9869.xlsx,5.744099381606189,28,7508,2726,7508,39,1,2718,5277,11.09118198874296,0
benign_sample_383.xlsx,5.746171388660859,101,15779,12059,15779,37,1,11455,22730,11.08845985081176,0
benign_sample_1689.xlsx,5.755510677919513,128,15988,12522,15988,42,1,11727,23799,11.17933344592693,0
benign_sample_5053.xlsx,5.750023002976405,102,15328,11227,15328,41,1,10672,21236,11.10282687727216,0
benign_sample_3131.xlsx,5.743113222101718,103,14861,10339,14861,43,1,9785,19562,11.16986404061744,0
benign_sample_6245.xlsx,5.748236886945646,99,14689,9957,14689,36,1,9476,19035,11.11714776752832,0
benign_sample_5843.xlsx,5.749221003478721,74,13061,7635,13061,35,1,7271,14415,11.04661993913124,0
benign_sample_331.xlsx,5.747374628686744,159,17997,18232,17997,38,1,17049,34249,11.19072868337947,0
benign_sample_4641.xlsx,5.75249910341234,53,12585,7139,12585,37,1,6781,13447,11.08255882934546,0
benign_sample_4781.xlsx,5.752055831489324,289,19974,30125,19974,40,1,28517,56612,11.11847901420198,0
benign_sample_1538.xlsx,5.744871029436863,15,6052,1915,6052,37,1,1893,3895,11.06859018659295,0
benign_sample_8076.xlsx,5.745547066153801,43,9428,3985,9428,34,1,3777,7651,11.28867693384669,0
benign_sample_7958.xlsx,5.747657943128151,297,20163,32286,20163,41,1,30631,61028,11.14068449361219,0
benign_sample_3753.xlsx,5.748027878187558,308,20433,35102,20433,41,1,33094,66502,11.1752881641833,0
benign_sample_1658.xlsx,5.753475573451303,91,14946,10488,14946,38,1,10057,20079,11.1030661003451,0
benign_sample_2273.xlsx,5.739160830543534,112,14912,10551,14912,39,1,9837,19746,11.1950106480073,0
benign_sample_5760.xlsx,5.747598505683721,71,12090,6629,12090,37,1,6225,12634,11.11676122806087,0
benign_sample_5863.xlsx,5.749645752230207,188,18060,18123,18060,41,1,17198,34605,11.18695828426925,0
benign_sample_2026.xlsx,5.750178747067666,61,13124,7619,13124,36,1,7351,14570,11.16769307969527,0
benign_sample_2648.xlsx,5.743656419348224,49,10833,5333,10833,36,1,5040,10026,11.13029337581309,0
benign_sample_2162.xlsx,5.751587551903518,159,17926,17964,17926,40,1,16993,34043,11.1387060114429,0
benign_sample_9074.xlsx,5.748719846460904,94,14414,9560,14414,38,1,8956,18120,11.19404638794504,0
benign_sample_5902.xlsx,5.755016798214047,90,14127,8841,14127,39,1,8492,17085,11.19372874066544,0
benign_sample_5376.xlsx,5.760618983035486,212,18546,20143,18546,39,1,19406,38858,11.11193876149938,0
benign_sample_3699.xlsx,5.74853536428385,133,15788,11890,15788,41,1,11432,22610,11.12884084366371,0
benign_sample_806.xlsx,5.746838894364908,52,13778,8530,13778,37,1,8122,16114,11.15592507014359,0
benign_sample_8102.xlsx,5.737515503067232,107,14415,9872,14415,39,1,9154,18258,11.07996497884138,0
benign_sample_537.xlsx,5.747354146069309,37,10326,4811,10326,38,1,4605,8961,10.99071207430341,0
benign_sample_2656.xlsx,5.764337980790383,17,4287,1213,4287,36,1,1165,2444,11.09559434746467,0
benign_sample_4236.xlsx,5.734313588398301,32,8190,3406,8190,39,1,3082,6247,11.09561582163147,0
benign_sample_4166.xlsx,5.736245425712955,50,9919,4610,9919,37,1,4233,8533,11.14546451511828,0
benign_sample_9119.xlsx,5.749298999056461,57,11215,5688,11215,41,1,5283,10581,11.16628845184064,0
benign_sample_7023.xlsx,5.751231438364537,131,15501,11311,15501,41,1,10725,21627,11.15587908011869,0
benign_sample_886.xlsx,5.741365479111547,62,12590,7285,12590,37,1,6863,13727,11.02676056338028,0
benign_sample_7639.xlsx,5.762383701617712,155,17684,16491,17684,38,1,16116,31998,11.19948455750925,0
benign_sample_7035.xlsx,5.747721283644991,141,17631,16919,17631,43,1,16080,31688,11.10741500586166,0
benign_sample_7565.xlsx,5.757204457180158,99,13798,8410,13798,40,1,8074,16511,11.19589180394549,0
benign_sample_1666.xlsx,5.749390170121162,132,16971,15004,16971,40,1,13995,28217,11.15284753150763,0
benign_sample_6544.xlsx,5.740914155520424,61,12201,6498,12201,41,1,6319,12366,11.11565426812952,0
benign_sample_8220.xlsx,5.750696253893594,86,14766,9962,14766,39,1,9614,18957,11.18368275524133,0
benign_sample_714.xlsx,5.767961403162523,50,10569,4970,10569,42,1,4681,9494,11.14864197530864,0
benign_sample_3712.xlsx,5.755519899551624,120,15728,11980,15728,37,1,11224,22490,11.15622590021949,0
benign_sample_7904.xlsx,5.750750423105509,39,9752,4417,9752,35,1,4247,8357,11.0387972072358,0
benign_sample_6027.xlsx,5.745931033339221,82,13706,8237,13706,41,1,7953,15859,11.14778263060642,0
benign_sample_7511.xlsx,5.766630651299309,14,6131,2065,6131,35,1,1911,3996,11.31555781276452,0
benign_sample_5202.xlsx,5.744490848077735,118,15232,11393,15232,38,1,10507,21221,11.13729198184569,0
benign_sample_6208.xlsx,5.763756952536543,10,3754,1180,3754,34,1,1003,2132,11.02392344497608,0
benign_sample_5490.xlsx,5.754625914580324,90,13909,8849,13909,37,1,8406,16752,11.15029016614993,0
benign_sample_7756.xlsx,5.733784480055725,51,11346,5831,11346,40,1,5433,10965,11.14099280400049,0
benign_sample_1890.xlsx,5.754547524143756,179,18385,20132,18385,39,1,18619,38034,11.17935502091681,0
benign_sample_9178.xlsx,5.724854354998156,4,1876,446,1876,33,1,441,863,11.10889570552147,0
benign_sample_8644.xlsx,5.746984060973864,232,18549,20576,18549,39,1,19425,38678,11.13076777446948,0
benign_sample_293.xlsx,5.734878879468932,96,15283,11195,15283,36,1,10488,20946,11.13097283196539,0
benign_sample_6519.xlsx,5.75178127470543,124,17100,14980,17100,36,1,14486,28664,11.13724217844728,0
benign_sample_8375.xlsx,5.752344039154867,7,3666,998,3666,32,1,996,1924,11.19417808219178,0
benign_sample_8721.xlsx,5.755947096823811,37,10418,4796,10418,38,1,4606,9374,11.18555078683834,0
benign_sample_6996.xlsx,5.760347454490077,140,17250,15331,17250,37,1,14815,29399,11.16752612294748,0
benign_sample_6689.xlsx,5.754152343818902,85,13438,8009,13438,40,1,7649,15405,11.13546456146439,0
benign_sample_7265.xlsx,5.750123599069234,29,6988,2489,6988,35,1,2402,4781,11.10051510510929,0
benign_sample_9088.xlsx,5.746595421360746,38,9283,4111,9283,37,1,3837,7667,11.00226008344923,0
benign_sample_7849.xlsx,5.757768081843031,47,11197,5718,11197,36,1,5158,10546,11.24439633214468,0
benign_sample_1688.xlsx,5.743911712013086,29,8760,3634,8760,38,1,3461,6950,11.10248775333782,0
benign_sample_9404.xlsx,5.751170815265099,151,17917,17870,17917,42,1,16921,33841,11.09548481147315,0
benign_sample_899.xlsx,5.747065111428985,72,14035,8879,14035,37,1,8472,16792,11.18686668777707,0
benign_sample_5078.xlsx,5.748213796914041,221,19180,24002,19180,41,1,22592,45530,11.12126772555122,0
benign_sample_3836.xlsx,5.749469042329432,173,17533,16645,17533,39,1,15645,31524,11.18221713413471,0
benign_sample_3538.xlsx,5.752232308184124,115,15705,11543,15705,38,1,11058,22239,11.16415893323723,0
benign_sample_7457.xlsx,5.747759837817382,56,11450,5714,11450,37,1,5494,10938,11.14106621226874,0
benign_sample_7752.xlsx,5.753427801368864,101,14791,10258,14791,41,1,9752,19357,11.185097392559,0
benign_sample_7215.xlsx,5.74213763832747,51,12196,6579,12196,38,1,6232,12422,11.11820521067867,0
benign_sample_8028.xlsx,5.752508799508031,60,13179,7692,13179,38,1,7350,14893,11.13820078226858,0
benign_sample_704.xlsx,5.752199853426289,55,11320,5510,11320,38,1,5420,10693,11.17433128529759,0
benign_sample_8422.xlsx,5.7544751410606,219,19320,24444,19320,39,1,23215,46443,11.15825892216256,0
benign_sample_7437.xlsx,5.748600252189717,185,18423,20017,18423,43,1,19051,37680,11.08120780525639,0
benign_sample_5278.xlsx,5.774188041740426,20,5929,1929,5929,38,1,1935,3821,11.09259902710216,0
benign_sample_610.xlsx,5.73337424721965,29,8529,3552,8529,36,1,3273,6665,11.09227208693902,0
benign_sample_8279.xlsx,5.757734207527318,154,17413,16067,17413,40,1,15402,30679,11.14162019053406,0
benign_sample_3221.xlsx,5.740833625495834,81,13399,8305,13399,41,1,7725,15751,11.10917532799455,0
benign_sample_5908.xlsx,5.758396758563404,94,15072,10906,15072,41,1,10085,20717,11.18823453022531,0
benign_sample_4065.xlsx,5.755477188088488,66,12136,6525,12136,41,1,6253,12414,11.10933733326191,0
benign_sample_8979.xlsx,5.743149915718724,57,11207,5647,11207,40,1,5296,10601,11.08089576649682,0
benign_sample_8062.xlsx,5.756915065189125,117,16331,12992,16331,38,1,12344,25015,11.1793409887845,0
benign_sample_4015.xlsx,5.749311258043199,113,16068,12460,16068,37,1,11817,23576,11.17068346848247,0
benign_sample_5536.xlsx,5.744938403409265,28,9514,4262,9514,36,1,3927,7978,11.22561948761025,0
benign_sample_3994.xlsx,5.731310851471256,23,6769,2623,6769,37,1,2336,4728,11.11650622876557,0
benign_sample_255.xlsx,5.745931369139079,28,7979,3041,7979,38,1,2933,5824,11.11305241521069,0
benign_sample_8503.xlsx,5.754049520069541,15,5508,1719,5508,34,1,1731,3342,11.07983441750443,0
benign_sample_1569.xlsx,5.746642657717732,250,19738,28050,19738,39,1,26755,53064,11.12499530187048,0
benign_sample_316.xlsx,5.755158915779637,57,11929,6211,11929,39,1,5903,11905,11.19626010781671,0
benign_sample_1837.xlsx,5.750890139057759,124,16233,13403,16233,39,1,12165,24989,11.25911072831997,0
benign_sample_1921.xlsx,5.747809438362047,104,15525,11552,15525,39,1,10905,21686,11.11681138964745,0
benign_sample_5919.xlsx,5.761009399085456,29,8436,3475,8436,38,1,3188,6575,11.13848202396804,0
benign_sample_9679.xlsx,5.754161556298547,43,10372,4867,10372,38,1,4551,9311,11.20704083104891,0
benign_sample_4077.xlsx,5.748111471017268,43,10294,4653,10294,39,1,4531,8968,11.1660122972072,0
benign_sample_1067.xlsx,5.757636590152638,67,13323,8154,13323,36,1,7477,15211,11.2166784203103,0
benign_sample_2569.xlsx,5.74301992611145,30,7151,2677,7151,36,1,2507,4978,11.06212424849699,0
benign_sample_9103.xlsx,5.746003271259711,86,14078,9225,14078,38,1,8647,17300,11.15311982117393,0
benign_sample_9958.xlsx,5.751406081456397,166,17881,17426,17881,40,1,16583,33146,11.1564479478775,0
benign_sample_1557.xlsx,5.743161538057206,81,13767,8464,13767,40,1,8178,16272,11.12711656441718,0
benign_sample_6786.xlsx,5.73963138634037,12,3073,791,3073,34,1,750,1609,11.19754133107249,0
benign_sample_630.xlsx,5.759482576080368,60,11868,6432,11868,42,1,5987,12117,11.16775298276624,0
benign_sample_2174.xlsx,5.74767235695519,270,19909,29775,19909,39,1,28661,56886,11.14947338889733,0
benign_sample_5044.xlsx,5.771421284236311,24,7496,2846,7496,36,1,2679,5392,11.15413207780944,0
benign_sample_7649.xlsx,5.749644605095922,113,16311,13156,16311,40,1,12531,24941,11.13519427839453,0
benign_sample_3001.xlsx,5.755074504490017,131,17077,14980,17077,40,1,14421,28683,11.13887342242019,0
benign_sample_2928.xlsx,5.756665086444094,67,13739,8593,13739,39,1,8075,16248,11.16766023927969,0
benign_sample_7827.xlsx,5.750599294264231,117,15607,11786,15607,39,1,11126,22352,11.16115060636836,0
benign_sample_5095.xlsx,5.77092061039659,28,7044,2499,7044,36,1,2403,4850,11.18833586102303,0
benign_sample_2775.xlsx,5.754345219467623,68,13584,8381,13584,38,1,7938,15809,11.12115214553417,0
benign_sample_259.xlsx,5.746593777489944,54,11183,5445,11183,36,1,5319,10432,11.08685162846803,0
benign_sample_1113.xlsx,5.73872480787153,44,9721,4328,9721,40,1,4057,8242,11.09512968534027,0
benign_sample_5773.xlsx,5.758908172691778,130,17035,14850,17035,39,1,14286,28468,11.13594049679562,0
benign_sample_8948.xlsx,5.753842623090479,163,18067,18717,18067,39,1,17678,35547,11.12180366369187,0
benign_sample_3110.xlsx,5.748618203424004,196,18567,20620,18567,39,1,19448,38953,11.15849043680759,0
benign_sample_7300.xlsx,5.716312324117218,3,1242,253,1242,36,1,269,537,11.03846153846154,0
benign_sample_2845.xlsx,5.734117745111895,13,3826,1093,3826,30,1,1065,2081,10.96217418944692,0
benign_sample_5383.xlsx,5.750120392833449,134,17295,15704,17295,40,1,14862,29972,11.17823526787706,0
benign_sample_4426.xlsx,5.742246286324528,84,13373,8011,13373,36,1,7646,15178,11.06953207150368,0
benign_sample_3772.xlsx,5.770037837328461,3,1505,357,1505,29,1,320,689,11.23488602576809,0
benign_sample_1579.xlsx,5.746317065348897,188,17797,17645,17797,38,1,16507,33092,11.12463960966955,0
benign_sample_5292.xlsx,5.736704918569724,67,11869,6386,11869,39,1,5910,11872,11.08902260713081,0
benign_sample_9529.xlsx,5.751049225550172,273,19708,27772,19708,39,1,26553,52221,11.12950973671516,0
benign_sample_8234.xlsx,5.744894515201673,56,11881,6212,11881,37,1,6053,11786,11.06676383205337,0
benign_sample_9780.xlsx,5.749565413501431,81,13229,7944,13229,39,1,7351,15227,11.17565771990433,0
benign_sample_4860.xlsx,5.7356511920033,88,14669,10141,14669,42,1,9450,18890,11.10963302752294,0
benign_sample_6060.xlsx,5.745225960668531,13,5706,1946,5706,39,1,1788,3618,11.1015538290788,0
benign_sample_1588.xlsx,5.751470200580132,63,12118,6571,12118,39,1,6294,12332,11.07580801030817,0
benign_sample_8861.xlsx,5.737091147418117,68,13428,8016,13428,37,1,7792,15163,11.08385972554999,0
benign_sample_1439.xlsx,5.747133476857582,235,19271,24216,19271,40,1,23152,46263,11.14760498451343,0
benign_sample_2404.xlsx,5.758994941023143,29,7583,2881,7583,34,1,2707,5590,11.00096420392913,0
benign_sample_5640.xlsx,5.773643988336342,2,1101,237,1101,32,1,238,480,10.97632311977716,0
benign_sample_5251.xlsx,5.750145382482168,16,3885,1206,3885,35,1,1013,2244,11.22566779244704,0
benign_sample_8993.xlsx,5.750656092794269,128,16041,13022,16041,38,1,12138,24361,11.11131811830461,0
benign_sample_2380.xlsx,5.753348196917258,75,14158,9097,14158,39,1,8637,17446,11.20197063221255,0
benign_sample_2306.xlsx,5.754088994067323,102,15455,11435,15455,37,1,10856,21518,11.15716315561871,0
benign_sample_4304.xlsx,5.754266558511241,216,19070,23278,19070,44,1,21926,44032,11.17518724036508,0
benign_sample_1193.xlsx,5.753818454646387,231,19207,23949,19207,41,1,22630,45247,11.14479131369978,0
benign_sample_2448.xlsx,5.763121498383007,64,12523,7064,12523,37,1,6683,13268,11.13046965064408,0
benign_sample_7472.xlsx,5.747821117170811,186,18629,21270,18629,39,1,20049,40280,11.1813224154221,0
benign_sample_2198.xlsx,5.739698583997978,8,3559,967,3559,40,1,970,1875,11.04428822495606,0
benign_sample_4313.xlsx,5.762905716006136,87,14621,9751,14621,36,1,9244,18749,11.1937984496124,0
benign_sample_38.xlsx,5.75286729863295,80,13560,8251,13560,39,1,7804,15723,11.15097547498619,0
benign_sample_8397.xlsx,5.743106002458379,159,17123,15394,17123,41,1,14495,28650,11.09676671688492,0
benign_sample_5003.xlsx,5.734116438849539,10,3937,1123,3937,35,1,1107,2102,11.13929573075725,0
