sender_ip,urls,suspicious_words,label
194.125.145.45,['http://www.linux.ie/mailman/listinfo/ilug'],"['bank', 'urgent']",1
213.97.224.3,[],[],1
211.57.23.142,[],[],1
203.200.41.66,"['http-equiv=""Content-Language""', 'http-equiv=""Content-Type""', 'http://www.anythinggoeshere.com/""', 'http://www.anythinggoeshere.com/remove.asp"">Click', 'http://www.anythinggoeshere.com/abuse.asp"">Spam']",['click'],1
193.120.211.219,"['http-equiv=""Content-Language""', 'http-equiv=""Content-Type""', 'http://www.anythinggoeshere.com/""', 'http://www.anythinggoeshere.com/remove.asp"">Click']",['click'],1
193.120.211.219,[],['bank'],1
209.189.204.136,"['http://click.emailrewardz.email-publisher.com/maaaqZGaaSKm2aa6syje/', 'http://click.emailrewardz.email-publisher.com/maaaqZGaaSKm2aa6syje/', 'http://click.emailrewardz.email-publisher.com/maaaqZGaaSKm2aa6syje/', 'http://emailrewardz.tfmb.net/?aaaa5F.aa6syj']",['click'],1
203.133.92.249,"['http-equiv=""Content-Type""', 'http://www.universalmeds.com/main2.php?rx=17516""><font', 'http://www.universalmeds.com/main2.php?rx=17516"">TO', 'http://194.44.46.21/remove.php"">http://194.44.46.21/remove.php</a></font></p>']",['click'],1
193.120.211.219,"['http://www.newnamedns.com/warranty/', 'http://www.newnamedns.com/warranty/', 'http://www.newnamedns.com/stopthemailplease/']",['click'],1
193.120.211.219,[],[],1
193.120.211.219,"['http://www.basetel.com/wealthnow', 'http://www.basetel.com/remove.html']",['click'],1
194.125.145.45,"['http://202.101.163.34:81/li/wangxd/', 'http://64.123.160.91:81/li/gg/unsubscriber.asp?userid=ilug@linux.ie', 'http://www.linux.ie/mailman/listinfo/ilug']",['click'],1
193.120.211.219,"['http://www.insuranceiq.com/optout', 'http://www.insuranceiq.com/optout/>', 'http://www.insiq.com/legal.htm>']",[],1
61.206.16.192,[],[],1
213.33.70.236,"['http://www.k1-web.com/Kontakte/index.php', 'http://www.k1-web.com', 'http://www.k1-web.com/newsletr.php']",[],1
193.120.211.219,"['http://www.webbasedmailing.com""><img', 'http://www.webbasedmailing.com/Toners2goLogo.jpg""', 'http://www.webbasedmailing.com"">Toners', 'http://www.webbasedmailing.com"">High', 'http://www.webbasedmailing.com"">Toners', 'http://www.interactive-mailing.com/datacenter.htm"">HERE</a></span></font><br>']",[],1
193.120.211.219,"['http://ter.netblah.com:27000', 'http://ter.netblah.com:27000/remove.html']",['click'],1
194.125.145.45,['http://www.linux.ie/mailman/listinfo/social'],['click'],1
193.120.211.219,"['http://www.frugaljoe.com""><IMG', 'http://www.frugaljoe.com/logo.jpg""', 'http://www.salealerts.com/dot.gif""', 'http://www.salealerts.com/dot.gif""', 'http://www.salealerts.com/dot.gif""', 'http://e89.friendfinder.com/banners/ff/ad-images/ff-sm-search-bg_002.jpg"">', 'http://e89.friendfinder.com/banners/aff/ad-images/_0.gif""', 'http://e89.friendfinder.com/banners/aff/ad-images/_0.gif""', 'http://guest.friendfinder.com/cgi-bin/public/memsearch.cgi', 'http://e89.friendfinder.com/banners/aff/ad-images/_0.gif""', 'http://e89.friendfinder.com/banners/aff/ad-images/_0.gif""', 'http://e89.friendfinder.com/banners/aff/ad-images/_0.gif""', 'http://e89.friendfinder.com/banners/aff/ad-images/_0.gif""', 'http://e89.friendfinder.com/banners/aff/ad-images/_0.gif""', 'http://e89.friendfinder.com/banners/aff/ad-images/_0.gif""', 'http://e89.friendfinder.com/banners/ff/ad-images/ff-search_001-i-am.gif""', 'http://e89.friendfinder.com/banners/aff/ad-images/_0.gif""', 'http://e89.friendfinder.com/banners/aff/ad-images/_0.gif""', 'http://e89.friendfinder.com/banners/aff/ad-images/_0.gif""', 'http://e89.friendfinder.com/banners/aff/ad-images/_0.gif""', 'http://e89.friendfinder.com/banners/ff/ad-images/ff-search_001-looking-for.gif""', 'http://e89.friendfinder.com/banners/aff/ad-images/_0.gif""', 'http://e89.friendfinder.com/banners/aff/ad-images/_0.gif""', 'http://e89.friendfinder.com/banners/aff/ad-images/_0.gif""', 'http://e89.friendfinder.com/banners/aff/ad-images/_0.gif""', 'http://e89.friendfinder.com/banners/ff/ad-images/ff-search_001-between-ages.gif""', 'http://e89.friendfinder.com/banners/aff/ad-images/_0.gif""', 'http://e89.friendfinder.com/banners/aff/ad-images/_0.gif""', 'http://e89.friendfinder.com/banners/ff/ad-images/ff-search_001-and..gif""', 'http://e89.friendfinder.com/banners/aff/ad-images/_0.gif""', 'http://e89.friendfinder.com/banners/aff/ad-images/_0.gif""', 'http://e89.friendfinder.com/banners/ff/ad-images/ff-search_001-state.gif""', 'http://e89.friendfinder.com/banners/aff/ad-images/_0.gif""', 'http://e89.friendfinder.com/banners/aff/ad-images/_0.gif""', 'http://e89.friendfinder.com/banners/aff/ad-images/_0.gif""', 'http://e89.friendfinder.com/banners/aff/ad-images/_0.gif""', 'http://e89.friendfinder.com/banners/ff/ad-images/ff-search_001-country.gif""', 'http://e89.friendfinder.com/banners/aff/ad-images/_0.gif""', 'http://e89.friendfinder.com/banners/aff/ad-images/_0.gif""', 'http://e89.friendfinder.com/banners/aff/ad-images/_0.gif""', 'http://e89.friendfinder.com/banners/aff/ad-images/_0.gif""', 'http://e89.friendfinder.com/banners/ff/ad-images/ff-search_001-search.gif""></td>', 'http://friendfinder.com/go/f36929""><img', 'http://e89.friendfinder.com/banners/ff/ad-images/ff-search_001-join.gif""', 'http://e89.friendfinder.com/banners/aff/ad-images/_0.gif""', 'http://www.frugaljoe.com""><IMG', 'http://www.frugaljoe.com/logo.jpg""', 'http://www.salealerts.com/dot.gif""', 'http://www.frugaljoe.com/unsubscribe.php?eid=392232\\~moc.cnietonten^^mj\\~1754388\\~12a1"">here', 'http://www.frugaljoe.com/unsubscribe.php?eid=392232\\~moc.cnietonten^^mj\\~1754388\\~12a1', 'http://www.salealerts.com/dot.gif""', 'http://www.330w.com/open/open.php?eid=zzzz@example.com&oid=Alex-09242002-HTML&custid=frugaljoe""']",['click'],1
65.217.159.66,"['http://www.insuranceiq.com/optout', 'http://www.insuranceiq.com/legal.htm>']",['bank'],1
62.232.161.232,"['http-equiv=Content-Type', 'http://62.232.161.231/freeinfo/"">', 'http://62.232.161.231/freeinfo/images/leftside.jpg"">', 'http://62.232.161.231/freeinfo/cgi-bin/manager.pl""', 'http://62.232.161.231/freeinfo/sorry.htm"">', 'http://62.232.161.231/freeinfo/images/rightsidestuff.jpg""></P>', 'http://62.232.161.231/freeinfo/cgi-bin/manager.pl""', 'http://62.232.161.231/freeinfo/thanx.htm"">', 'http://62.232.161.231/freeinfo/sorry.htm"">', 'http://62.232.161.231/freeinfo/confirm.htm"">', 'http://62.232.161.231/freeinfo/images/sept.jpg""']","['verify', 'bank']",1
202.100.100.171,"['http://dvd.specialdiscounts4u.com/\'))"">', 'http://dvd.specialdiscounts4u.com/']",['click'],1
211.218.145.136,"['http-equiv=""Content-Language""', 'http-equiv=""Content-Type""', 'http://64.251.23.141/affiliates/norton/systemworkse123.htm""', 'http://64.251.23.141/affiliates/norton/removeme.html"">Click', 'http://64.251.23.141/affiliates/norton/removeme.html"">Spam']",['click'],1
65.185.76.173,"['http://www.low-interest-rates.net/""><b>PROCEED', 'http://www.low-interest-rates.net/etc/privacy.htm""', 'http://www.low-interest-rates.net/etc/unsubscribe.htm""']",['click'],1
218.7.18.169,[],['bank'],1
67.34.63.100,['http://www.myfreeadultpaysite.com/freesite.html'],[],1
193.120.211.219,[],[],1
193.120.211.219,"['http://emaserver.trafficmagnet.net/trafficmagnet/www/r?1000023044.484.23.+bpOq88R31Z$Ff', 'http://www.TrafficMagnet.com', 'http://emaserver.trafficmagnet.net/trafficmagnet/www/optoutredirect?UC=Lead&UI=11028981']",[],1
193.120.211.219,"['http://admanmail.com/ads/adman/silvercarrot/CKLogoBG.gif""><img', 'http://admanmail.com/ads/adman/silvercarrot/thin.gif""', 'http://admanmail.com/ads/adman/silvercarrot/ckbelogo.jpg""', 'http://theadmanager.com/server/c.asp?ad_key=GEWDVQGNFQVN&ext=1"">Click', 'http://theadmanager.com/server/c.asp?ad_key=GEWDVQGNFQVN&ext=1"">Click', 'http://theadmanager.com/server/c.asp?ad_key=GEWDVQGNFQVN&ext=1"">click', 'http://theadmanager.com/server/c.asp?ad_key=GEWDVQGNFQVN&ext=1"">click', 'http://admanmail.com/ads/adman/silvercarrot/lori.gif"">', 'http://admanmail.com/server/t.asp?ad_key=GEWDVQGNFQVN""', 'http://admanmail.com/subscription.asp?em=JM@NETNOTEINC.COM&l=SGO"">', 'http://admanmail.com/subscription.asp?em=JM@NETNOTEINC.COM&l=SGO)']",['click'],1
193.120.211.219,"['http://free4pornlovers.com/simply-amateur/""><font', 'http://free4pornlovers.com/simply-amateur/""><font', 'http://free4pornlovers.com/cgi-bin/list-remove.pl"">Click']",['click'],1
216.136.204.119,"['http://www.coachinvest.com/entrepreneur/coach_interactive.html', 'http://www.coachinvest.com/startup/startup33.html', 'http://www.coachinvest.com/startup/startup34.html', 'http://www.coachinvest.com/startup/startup20.html', 'http://www.coachinvest.com/startup/startup08.html', 'http://www.coachinvest.com/startup/startup28.html', 'http://www.coachinvest.com/startup/startup25.html', 'http://www.coachinvest.com/startup/startup21.html', 'http://www.coachinvest.com/Newsletter_commune/ml.php?type=desinscription&addr=freebsd-stable@freebsd.org&hash=c96285ccb37d419079d79ce22254cb66']",[],1
194.125.145.45,['http://www.linux.ie/mailman/listinfo/ilug'],['urgent'],1
213.9.245.86,['http://www.cheapsmoking.com/?ID=2'],[],1
193.120.211.219,"['http://theadmanager.com/server/c.asp?ad_key=TAMOSXHJCWJQ&ext=1""><img', 'http://www.beertrips.com/merchant/images/logo_classic.gif""', 'http://theadmanager.com/server/c.asp?ad_key=TAMOSXHJCWJQ&ext=1""><img', 'http://www.beertrips.com/merchant/images/main1.jpg""', 'http://theadmanager.com/server/c.asp?ad_key=TAMOSXHJCWJQ&ext=1""><img', 'http://www.beertrips.com/merchant/images/myWineStarter4C.jpg""', 'http://theadmanager.com/server/c.asp?ad_key=TAMOSXHJCWJQ&ext=1""><img', 'http://www.beertrips.com/merchant/images/free_gift_bottle.gif""', 'http://www.beertrips.com/merchant/images/bullet.gif""', 'http://www.beertrips.com/merchant/images/bullet.gif""', 'http://www.beertrips.com/merchant/images/bullet.gif""', 'http://www.beertrips.com/merchant/images/bullet.gif""', 'http://www.beertrips.com/merchant/images/bullet.gif""', 'http://www.beertrips.com/merchant/images/bullet.gif""', 'http://www.beertrips.com/merchant/images/bullet.gif""', 'http://theadmanager.com/server/c.asp?ad_key=TAMOSXHJCWJQ&ext=1""><img', 'http://www.beertrips.com/merchant/images/ordersshipped.gif""', 'http://theadmanager.com/server/c.asp?ad_key=TAMOSXHJCWJQ&ext=1""><img', 'http://www.beertrips.com/merchant/images/main2.jpg""', 'http://theadmanager.com/server/c.asp?ad_key=TAMOSXHJCWJQ&ext=1""><img', 'http://www.beertrips.com/merchant/images/taste_two_bottle.gif""', 'http://theadmanager.com/server/c.asp?ad_key=TAMOSXHJCWJQ&ext=1""><img', 'http://www.beertrips.com/merchant/images/order_now.gif""', 'http://admanmail.com/server/t.asp?ad_key=TAMOSXHJCWJQ""', 'http://admanmail.com/subscription.asp?em=JM@NETNOTEINC.COM&l=SGO"">', 'http://admanmail.com/subscription.asp?em=JM@NETNOTEINC.COM&l=SGO)']",['click'],1
202.57.96.78,['http://www.yourtastybaby.net'],[],1
193.120.211.219,"['http://image.linkgift.net/promotions/fmimages/c-pix.gif""', 'http://image.linkgift.net/promotions/fmimages/isthisyours.gif""', 'http://track.linkgift.net/cgi-bin/a?e=3444431.13""><IMG', 'http://image.linkgift.net/promotions/fmimages/check.jpg""', 'http://image.linkgift.net/promotions/fmimages/c-pix.gif""', 'http://image.linkgift.net/promotions/fmimages/itcouldbe.gif""', 'http://track.linkgift.net/cgi-bin/a?e=3444431.13""><B><FONT', 'http://track.linkgift.net/cgi-bin/a?e=3444431.13""><B><FONT', 'http://image.linkgift.net/promotions/fmimages/c-pix.gif""', 'http://track.linkgift.net/cgi-bin/a?e=3444431.13""><IMG', 'http://image.linkgift.net/promotions/fmimages/featured.gif""', 'http://image.linkgift.net/promotions/fmimages/c-pix.gif""', 'http://track.linkgift.net/cgi-bin/a?e=3444431.13""><IMG', 'http://image.linkgift.net/promotions/fmimages/9outof10.gif""', 'http://track.linkgift.net/cgi-bin/a?e=3444431.13""><B><FONT', 'http://track.linkgift.net/cgi-bin/a?e=3444431.13""><FONT', 'http://image.linkgift.net/promotions/fmimages/c-pix.gif""', 'http://opt-out.linkgift.net/?e=zzzz@example.com>http://opt-out.linkgift.net/?e=jm@netnoteinc.com</a>.']","['bank', 'click']",1
193.120.211.219,[],[],1
193.120.211.219,"['http://market.liangshanpo.com/hgh/', 'http://market.liangshanpo.com/hgh/']",['click'],1
194.125.145.45,['http://www.linux.ie/mailman/listinfo/ilug'],[],1
193.120.211.219,"['http://www.newnamedns.com/termlife/', 'http://www.newnamedns.com/stopthemailplease/']",[],1
193.120.211.219,"['http://www.herbs4you.net/?id=609"">', 'http://www.herbs4you.net/service.html"">visit']",['bank'],1
194.125.145.45,"['http://www.chinatop.net', 'http://www.linux.ie/mailman/listinfo/ilug']",[],1
193.120.211.219,"['http://insurancequotesource.com/user0202/termquotes/473400/""><font', 'http://insurancequotesource.com/user0202/termquotes/473400/', 'http://marketing-fashion.com/light/watch.asp"">to']",['click'],1
12.243.62.67,['http://www.paychecks4life.com'],[],1
193.120.211.219,"['http://202.101.163.34:81/li/wangxd/', 'http://64.123.160.91:81/li/gg/unsubscriber.asp?userid=zzzz@marchettieng.com']",['click'],1
193.120.211.219,"['http://www.adclick.ws/p.cfm?o=259&s=pk007', 'http://www.adclick.ws/p.cfm?o=249&s=pk007', 'http://www.adclick.ws/p.cfm?o=245&s=pk002', 'http://www.adclick.ws/p.cfm?o=315&s=pk007', 'http://www.adclick.ws/p.cfm?o=285&s=pk007', 'http://www.qves.com/trim/?zzzz@example.com%7C17%7C308417']",['click'],1
193.120.211.219,['http-equiv=Content-Type>'],['click'],1
193.120.211.219,['http://61.151.247.41'],[],1
61.144.216.44,"['http://sam.mothost.com/pos/dvd.htm', 'http://sam.mothost.com/pos/optoutd.html']",[],1
193.120.211.219,"['http://ter.netblah.com:8080', 'http://www.zhoster.com:8080/homeopp/', 'http://www.zhoster.com:26000/homeopp/remove.html']",['click'],1
193.120.211.219,"['http://www.newnamedns.com/termlife/', 'http://www.newnamedns.com/stopthemailplease/']",[],1
211.252.174.10,"['http-equiv=""Content-Type""', 'http://3dpageturningebook.com""', 'http://3dpageturningebook.com""', 'http://3dpageturningebook.com"">WEBSITE', 'http://TheyGo.com/FreeSoftware"">WEBSITE', 'http://www.digitalpublishingtools.com"">WEBSITE', 'http://www.3dpageturningebook.com/unsubscribe.asp""']",['click'],1
194.125.145.45,"['http://www.multiplayerpoker.net', 'http://www.MultiPlayerPoker.net', 'http://www.centralremovalservice.com/cgi-bin/poker-remove.cgi', 'http://www.linux.ie/mailman/listinfo/social']",['click'],1
64.90.53.12,"['http-equiv=""Content-Type""']",[],1
194.67.1.179,"['http-equiv=""Content-Type""']",[],1
193.120.211.219,"['http://theadmanager.com/server/c.asp?ad_key=FWOATHSKUDMM&ext=1"">', 'http://admanmail.com/ads/adman/kmart/EM049_01.gif""', 'http://theadmanager.com/server/c.asp?ad_key=FWOATHSKUDMM&ext=1"">', 'http://admanmail.com/ads/adman/kmart//EM049_02.gif""', 'http://theadmanager.com/server/c.asp?ad_key=FWOATHSKUDMM&ext=1"">', 'http://admanmail.com/ads/adman/kmart//EM049_03.gif""', 'http://theadmanager.com/server/c.asp?ad_key=FWOATHSKUDMM&ext=1"">', 'http://admanmail.com/ads/adman/kmart//EM049_04.gif""', 'http://theadmanager.com/server/c.asp?ad_key=FWOATHSKUDMM&ext=1"">', 'http://admanmail.com/ads/adman/kmart//EM049_05.gif""', 'http://theadmanager.com/server/c.asp?ad_key=FWOATHSKUDMM&ext=1"">', 'http://admanmail.com/ads/adman/kmart//EM049_06.gif""', 'http://theadmanager.com/server/c.asp?ad_key=FWOATHSKUDMM&ext=1"">', 'http://admanmail.com/ads/adman/kmart//EM049_07.gif""', 'http://theadmanager.com/server/c.asp?ad_key=FWOATHSKUDMM&ext=1"">', 'http://admanmail.com/ads/adman/kmart//EM049_08.gif""', 'http://theadmanager.com/server/c.asp?ad_key=FWOATHSKUDMM&ext=1"">', 'http://admanmail.com/ads/adman/kmart//EM049_09.gif""', 'http://theadmanager.com/server/c.asp?ad_key=FWOATHSKUDMM&ext=1"">', 'http://admanmail.com/ads/adman/kmart//EM049_10.gif""', 'http://admanmail.com/server/t.asp?ad_key=FWOATHSKUDMM""', 'http://admanmail.com/subscription.asp?em=JM@NETNOTEINC.COM&l=SGO"">', 'http://admanmail.com/subscription.asp?em=JM@NETNOTEINC.COM&l=SGO)']",['click'],1
193.120.211.219,[],"['bank', 'urgent']",1
193.120.211.219,"['http://7x24.sunshinehui.com/mnbv/csi.gif""']",['click'],1
207.217.120.122,"['http://www.powerballinfo.cjb.net', 'http://www.cash-in.cjb.net']",[],1
195.101.43.146,['http://cbphost.net/users/quiksilver/bulkbook.htm'],"['verify', 'bank', 'click']",1
216.201.75.12,"['http-equiv=""Content-Language""', 'http-equiv=""Content-Type""', 'http://64.251.22.98/affiliates/norton/systemworks.htm"">-&gt;', 'http://64.251.22.98/affiliates/norton/systemworks.htm"">Click']",['click'],1
194.125.145.45,"['http://club.4tfox.com', 'http://club.4tfox.com', 'http://club.4tfox.com/#id-GreatService', 'http://www.linux.ie/mailman/listinfo/ilug']",[],1
200.72.19.107,['http://4tools4life.com/qs'],"['bank', 'click']",1
216.136.171.252,['http://www.haberdar.com'],[],1
193.120.211.219,"['http://ter.netblah.com:8080', 'http://ter.netblah.com:8080/remove.html']",['click'],1
213.33.70.236,"['http://www.k1-web.com/Kontakte/index.php', 'http://www.k1-web.com/shp/index.php', 'http://www.k1-web.com', 'http://www.k1-web.com/newsletr.php']",[],1
216.136.171.252,"['http://www.bilsag.com/web1.jpg""></TD>', 'http://www.bilsag.com/cev1.jpg""></TD>', 'http://www.bilsag.com/index.html""><FONT', 'http://www.bilsag.com/siparis.htm""><IMG', 'http://www.bilsag.com/sipbuton.gif""', 'http://www.bilsag.com/iptal1.asp""', 'https://www.inphonic.com/r.asp?r=sourceforge1&refcode1=vs3390', 'https://lists.sourceforge.net/lists/listinfo/sitescooper-talk']",[],1
61.177.173.8,"['http-equiv=""Content-Type""', 'http://3dpageturningebook.com""', 'http://3dpageturningebook.com""', 'http://3dpageturningebook.com"">WEBSITE', 'http://TheyGo.com/FreeSoftware"">WEBSITE', 'http://www.digitalpublishingtools.com"">WEBSITE', 'http://www.3dpageturningebook.com/unsubscribe.asp""']",['click'],1
216.136.174.77,['http://fr.mail.yahoo.com'],"['bank', 'urgent']",1
65.104.116.94,"['http-equiv=Content-Type', 'http://61.145.116.186/user0201/index.asp?Afft=QM10"">', 'http://61.129.68.14/mortad2.gif""', 'http://61.145.116.186/light/watch.asp"">click']",['click'],1
193.120.211.219,"['http://www.listmgmt.com/delete.php?email=zzzz@example.com>here</A>', 'http://www.listmgmt.com/images/top.gif"">', 'http://www.listmgmt.com/fci/Ahotsexycouple/""><IMG', 'http://www.listmgmt.com/fci/Ahotsexycouple.jpg""', 'http://www.listmgmt.com/images/live.gif"">', 'http://www.listmgmt.com/fci/Sensuality/""><IMG', 'http://www.listmgmt.com/fci/Sensuality.jpg""', 'http://www.listmgmt.com/images/live.gif"">', 'http://www.listmgmt.com/fci/Candice/""><IMG', 'http://www.listmgmt.com/fci/Candice.jpg""', 'http://www.listmgmt.com/images/live.gif"">', 'http://www.listmgmt.com/fci/Sui_lei/""><IMG', 'http://www.listmgmt.com/fci/Sui_lei.jpg""', 'http://www.listmgmt.com/images/live.gif"">', 'http://www.listmgmt.com/fci/Wild_cat/""><IMG', 'http://www.listmgmt.com/fci/Wild_cat.jpg""', 'http://www.listmgmt.com/images/live.gif"">', 'http://www.listmgmt.com/fci/Azcple/""><IMG', 'http://www.listmgmt.com/fci/Azcple.jpg""', 'http://www.listmgmt.com/images/live.gif"">', 'http://www.listmgmt.com/ars/PIL/""><IMG', 'http://www.listmgmt.com/ars/images/pillshop.gif""', 'http://www.listmgmt.com/ars/PL/""><IMG', 'http://www.listmgmt.com/ars/images/howtogrow.gif""', 'http://www.listmgmt.com/ars/DB/""><IMG', 'http://www.listmgmt.com/ars/images/discreet.gif""', 'http://www.listmgmt.com/delete.php?email=zzzz@example.com>link</A>.']",['click'],1
217.199.168.242,['http://www.vccomputers.ie'],[],1
193.120.211.219,['http://www.fastbulkemail.com'],['urgent'],1
12.243.62.67,[],[],1
66.28.189.183,[],['bank'],1
208.201.224.39,[],[],1
193.120.211.219,"['http-equiv=""Content-Type""']",[],1
61.230.31.88,[],[],1
196.25.240.74,"['http://61.151.247.39/erik/', 'http://61.151.247.39/erik/remove.asp']",['click'],1
193.120.211.219,"['http://mail4.mortgages101.net/logo.php?id=90&id2=193953""></p>', 'http://mail4.mortgages101.net/point.php?id=90&id2=193953"">', 'http://mail4.mortgages101.net/point.php?id=90&id2=193953"">', 'http://mail4.mortgages101.net/optout.php?id=90&id2=193953"">click']",['click'],1
193.120.211.219,"['http://www.webbasedmailing.com""><img', 'http://www.webbasedmailing.com/Toners2goLogo.jpg""', 'http://www.webbasedmailing.com"">Toners', 'http://www.webbasedmailing.com"">High', 'http://www.webbasedmailing.com"">Toners', 'http://www.webbasedmailing.com/datacenter.htm"">HERE</a></span></font><br>']",[],1
195.58.186.27,"['http-equiv=""Content-Language""', 'http-equiv=""Content-Type""', 'http://7x24.businessonlinenow.com/cl5/newhome/""><font', 'http://7x24.businessonlinenow.com/cl5/newhome/"">CLICK']",['click'],1
193.120.211.219,"['http://image.linkgift.net/promotions/fmimages/c-pix.gif""', 'http://image.linkgift.net/promotions/fmimages/isthisyours.gif""', 'http://track.linkgift.net/cgi-bin/a?e=3444431.13""><IMG', 'http://image.linkgift.net/promotions/fmimages/check.jpg""', 'http://image.linkgift.net/promotions/fmimages/c-pix.gif""', 'http://image.linkgift.net/promotions/fmimages/itcouldbe.gif""', 'http://track.linkgift.net/cgi-bin/a?e=3444431.13""><B><FONT', 'http://track.linkgift.net/cgi-bin/a?e=3444431.13""><B><FONT', 'http://image.linkgift.net/promotions/fmimages/c-pix.gif""', 'http://track.linkgift.net/cgi-bin/a?e=3444431.13""><IMG', 'http://image.linkgift.net/promotions/fmimages/featured.gif""', 'http://image.linkgift.net/promotions/fmimages/c-pix.gif""', 'http://track.linkgift.net/cgi-bin/a?e=3444431.13""><IMG', 'http://image.linkgift.net/promotions/fmimages/9outof10.gif""', 'http://track.linkgift.net/cgi-bin/a?e=3444431.13""><B><FONT', 'http://track.linkgift.net/cgi-bin/a?e=3444431.13""><FONT', 'http://image.linkgift.net/promotions/fmimages/c-pix.gif""', 'http://opt-out.linkgift.net/?e=zzzz@example.com>http://opt-out.linkgift.net/?e=jm@netnoteinc.com</a>.']","['bank', 'click']",1
65.210.112.2,"['http-equiv=Content-Type', 'http://61.145.116.189/user0203/627216/index.htm"">', 'http://61.129.68.14/life-ad.gif""', 'http://61.145.116.189/light/first.asp"">click']",['click'],1
193.120.211.219,['http://61.151.247.41'],[],1
203.161.243.71,[],['bank'],1
195.205.114.4,"['http://www.geocities.com/t_tricktvescort/ttrick.html"">Click']",['click'],1
193.120.211.219,"['http://www.low-interest-rates.net/""><b>PROCEED', 'http://www.low-interest-rates.net/etc/privacy.htm""', 'http://www.low-interest-rates.net/etc/unsubscribe.htm""']",['click'],1
24.205.211.91,[],[],1
194.125.145.45,"['http://www.adclick.ws/p.cfm?o=315&s=pk007', 'http://www.adclick.ws/p.cfm?o=249&s=pk007', 'http://www.adclick.ws/p.cfm?o=245&s=pk002', 'http://www.adclick.ws/p.cfm?o=259&s=pk007', 'http://www.adclick.ws/p.cfm?o=283&s=pk007', 'http://www.qves.com/trim/?ilug@linux.ie%7C17%7C114258', 'http://www.linux.ie/mailman/listinfo/ilug']",['click'],1
193.120.211.219,[],[],1
207.50.235.155,"['http://wwp.icq.com/whitepages/page_me/1,,,00.html""']",['bank'],1
194.125.145.45,['http://www.linux.ie/mailman/listinfo/social'],['bank'],1
65.217.159.66,"['http://www.twg-capital.com', 'http://www.twg-capital.com>', 'http://www.Insuranceiq.com/optout', 'http://www.Insuranceiq.com/optout/>', 'http://www.insuranceiq.com/legal.htm>']",[],1
208.201.224.39,['http://web.kuhleersparnis.ch/hgh/index.html'],['click'],1
61.179.116.173,[],[],1
213.33.70.236,"['http://www.k1-web.com/Darsteller/index.php', 'http://www.k1-web.com/newsletr.php']",[],1
193.120.211.219,"['http://ww3.onlineisbest.com/warranty/', 'http://ww3.onlineisbest.com/warranty/', 'http://ww3.onlineisbest.com/stopthemailplease/']",['click'],1
66.73.8.232,['http://68.62.73.31'],[],1
193.120.211.219,"['http://202.101.163.34:81/ultimatehgh_zeng/index.html"">FOR', 'http://202.101.163.34:81/ultimatehgh_zeng/remove.php?userid=zzzz@neilgarner.com"">']",['click'],1
213.193.13.92,['http://www.caramail.com'],['urgent'],1
200.161.147.145,"['http://cbphost.net/users/quiksilver/grants.htm"">Order']","['bank', 'click']",1
193.120.211.219,"['http://202.101.163.34:81/ultimatehgh_run/\')""', 'http://211.99.37.206:81/ultimatehgh_run/""><font', 'http://211.98.24.90:81/ultimatehgh_run/""><b>Click', 'http://202.96.124.10:81/ultimatehgh_run/remove.php?userid=zzzz@example.com"">Click']",['click'],1
66.178.46.19,[],['urgent'],1
194.125.145.45,['http://www.linux.ie/mailman/listinfo/ilug'],['bank'],1
193.120.211.219,"['http://61.151.247.39/erik/', 'http://61.151.247.39/erik/remove.asp']",['click'],1
193.120.211.219,"['http://202.108.221.18/www425/"">', 'http://202.108.221.18/www425/"">CLICK', 'http://202.108.221.18/www425/takemeoff.html"">Clicking']",['click'],1
193.120.211.219,"['http://81.29.4.12/u001s76/index.php"">', 'http://81.29.4.12/u001s79/index.php"">']",[],1
216.27.147.130,"['http-equiv=Content-Type', 'http://www.myhomeontheweb.com/cust/open.html""></A></BODY></HTML>']",[],1
62.188.17.111,"['http://www.ireland.pd-dial.com/', 'http://www.ireland.pd-dial.com/']",[],1
193.120.211.219,"['http://www.modernherbals.com/', 'http://www.modernherbals.com/testimonials.asp', 'http://www.modernherbals.com/ingre1.asp', 'http://www.moderherbals.com/remove.asp']",['click'],1
208.178.228.159,"['http://www.geocities.com/instant_net2002/""><b><font']",['click'],1
204.71.191.16,['http://lb.bcentral.com/ex/sp?c=15279&s=90B245569C3B981A&m=4'],[],1
193.120.211.219,"['http://64.251.23.141/marketing/merchantnet/', 'http://64.251.23.141/marketing/removeme.html']",[],1
193.120.211.219,"['http://202.109.114.136/index.php?10004"">Enter']",[],1
193.120.211.219,"['http://iiq.us/images/sh/0903/sh_mony_app.pdf>', 'http://www.insuranceiq.com/optout', 'http://www.insuranceiq.com/optout/>', 'http://www.insiq.com/legal.htm>']",['click'],1
193.120.211.219,"['http://www.newnamedns.com/termlife/', 'http://www.newnamedns.com/stopthemailplease/']",[],1
193.120.211.219,"['http://200.43.112.5/"">']","['password', 'click']",1
193.120.211.219,"['http://quotes.readyserve21.com/sure_quote/LF06-237600/', 'http://quotes.readyserve21.com/sure_quote/LF06-237600/', 'http://quotes.readyserve21.com/sure_quote/rm/']",['click'],1
208.227.137.21,[],['bank'],1
